,Unnamed: 0,word,sense_index,name,lexname,pos,definition,examples,semcor_examples
2129,2,picture,2,mental_picture.n.01,noun.cognition,n,a clear and telling mental image,he described his mental picture of his assailant;he had no clear picture of himself or his world;the events left a permanent impression in his mind,"Since arriving here, however, I have formed a far different religious picture of present-day England."
2130,3,picture,3,picture.n.04,noun.state,n,a situation treated as an observable object,the political picture is favorable;the religious scene in England has changed in the last century,"In representing part of this new picture, I will be recounting some of my own personal experiences, reactions and judgments; but my primary aim is to transcribe what Englishmen themselves are saying and writing and implying about the Roman and Anglican Churches and about the present religious state of England."
2131,4,picture,4,picture.n.05,noun.communication,n,illustrations used to decorate or explain a text,the dictionary had many pictures,"Friends, a picture magazine distributed by Chevrolet dealers, describes a paramilitary organization of employees of the Gulf Telephone Company at Foley, Alabama."
2132,5,picture,5,movie.n.01,noun.communication,n,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,they went to a movie every Saturday night;the film was shot on location,"But it must be readily seen that the religious picture in England has so greatly changed during these hundred years as to engender hope, at least on the Catholic side."
2133,6,picture,6,video.n.01,noun.communication,n,the visible part of a television transmission,they could still receive the sound but the picture was gone,"Actually, however, this turns out to be only part of the picture."
2134,7,picture,7,word_picture.n.01,noun.communication,n,a graphic or vivid verbal description,too often the narrative was interrupted by long word pictures;the author gives a depressing picture of life in Poland;the pamphlet contained brief characterizations of famous Vermonters,"If pressed by the sitter for more detail, she may be able to bring the picture more into focus and see more sharply, almost as if she were physically going closer."
2135,8,picture,8,picture.n.09,noun.cognition,n,a typical example of some state or quality,the very picture of a modern general;she was the picture of despair,[]
2136,9,picture,9,photograph.n.01,noun.artifact,n,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,,[]
2137,10,picture,10,visualize.v.01,verb.creation,v,imagine; conceive of; see in one's mind,I can't see him on horseback!;I can see what will happen;I can see a risk in this strategy,[]
2138,11,picture,11,picture.v.02,verb.creation,v,"show in, or as in, a picture",This scene depicts country life;the face of the child is rendered with much tenderness in this painting,[]
2139,0,clean,0,clean_and_jerk.n.01,noun.act,n,a weightlift in which the barbell is lifted to shoulder height and then jerked overhead,,For Mrs. Shaefer - who had been given a clean bill of health by her own physician at the time she visited Lee - and her friend were agents for the California Pure Food and Drug Inspection Bureau.
2140,1,clean,1,clean.v.01,verb.contact,v,"make clean by removing dirt, filth, or unwanted substances from",Clean the stove!;The dentist cleaned my teeth,"The house has been swept so clean that contemporary man has been left with no means, or at best with wholly inadequate means, for dealing with his experience of spirit."
2141,2,clean,2,clean.v.02,verb.change,v,"remove unwanted substances from, such as feathers or pits",Clean the turkey,"Clean wooden molds and presses thoroughly; they must be free of oil, wax and dust."
2142,3,clean,3,houseclean.v.01,verb.contact,v,clean and tidy up the house,She housecleans every week,[]
2143,4,clean,4,cleanse.v.01,verb.body,v,"clean one's body or parts thereof, as by washing",clean up before you see your grandparents;clean your fingernails before dinner,"The brush moves up and down and is small enough to clean every dental surface, including the back of the teeth."
2144,5,clean,5,clean.v.05,verb.stative,v,be cleanable,This stove cleans easily,[]
2145,6,clean,6,clean.v.06,verb.contact,v,"deprive wholly of money in a gambling game, robbery, etc.",The other players cleaned him completely,[]
2146,7,clean,7,clean.v.07,verb.contact,v,"remove all contents or possession from, or empty completely",The boys cleaned the sandwich platters;The trees were cleaned of apples by the storm,[]
2147,8,clean,8,clean.v.08,verb.contact,v,remove while making clean,Clean the spots off the rug,[]
2148,9,clean,9,scavenge.v.04,verb.change,v,remove unwanted substances from,,[]
2149,10,clean,10,clean.v.10,verb.change,v,remove shells or husks from,clean grain before milling it,[]
2150,11,clean,11,clean.a.01,adj.all,a,free from dirt or impurities; or having clean habits,children with clean shining faces;clean white shirts;clean dishes;a spotlessly clean house;cats are clean animals,An area may have been partially logged and requires removal of stumps or clean up.
2151,12,clean,12,clean.s.02,adj.all,s,free of restrictions or qualifications,a clean bill of health;a clear winner,""" You 're too clean."
2152,13,clean,13,clean.s.03,adj.all,s,(of sound or color) free from anything that dulls or dims,efforts to obtain a clean bass in orchestral recordings;clear laughter like a waterfall;clear reds and blues;a light lilting voice like a silver bell,His problem then became one of restraining the American fighters who wanted to clean out the Vermejo by force immediately.
2153,14,clean,14,clean.s.04,adj.all,s,free from impurities,clean water;fresh air,Who would clean up the mess when the war was over ?
2154,15,clean,15,clean.s.05,adj.all,s,(of a record) having no marks of discredit or offense,a clean voting record;a clean driver's license,[]
2155,16,clean,16,clean.a.06,adj.all,a,ritually clean or pure,,[]
2156,17,clean,17,clean.a.07,adj.all,a,not spreading pollution or contamination; especially radioactive contamination,a clean fuel;cleaner and more efficient engines;the tactical bomb is reasonably clean,[]
2157,18,clean,18,clean.a.08,adj.all,a,(of behavior or especially language) free from objectionable elements; fit for all observers,good clean fun;a clean joke,[]
2158,19,clean,19,uninfected.s.01,adj.all,s,free from sepsis or infection,a clean (or uninfected) wound,[]
2159,20,clean,20,clean.s.10,adj.all,s,morally pure,led a clean life,[]
2160,21,clean,21,clean.s.11,adj.all,s,(of a manuscript) having few alterations or corrections,fair copy;a clean manuscript,[]
2161,22,clean,22,blank.s.01,adj.all,s,(of a surface) not written or printed on,blank pages;fill in the blank spaces;a clean page;wide white margins,[]
2162,23,clean,23,clean.s.13,adj.all,s,exhibiting or calling for sportsmanship or fair play,a clean fight;a sporting solution of the disagreement;sportsmanlike conduct,[]
2163,24,clean,24,clean.s.14,adj.all,s,without difficulties or problems,a clean test flight,[]
2164,25,clean,25,clean.s.15,adj.all,s,thorough and without qualification,a clean getaway;a clean sweep;a clean break,[]
2165,26,clean,26,clean.s.16,adj.all,s,not carrying concealed weapons,,[]
2166,27,clean,27,clean.s.17,adj.all,s,free from clumsiness; precisely or deftly executed,he landed a clean left on his opponent's cheek;a clean throw;the neat exactness of the surgeon's knife,[]
2167,28,clean,28,clean.s.18,adj.all,s,free of drugs,after a long dependency on heroin she has been clean for 4 years,[]
2168,29,clean,29,clean.r.01,adv.all,r,completely; used as intensifiers,clean forgot the appointment;I'm plumb (or plum) tuckered out,[]
2169,30,clean,30,fairly.r.03,adv.all,r,in conformity with the rules or laws and without fraud or cheating,they played fairly,[]
2170,0,strawberry,0,strawberry.n.01,noun.food,n,sweet fleshy red fruit,,[]
2171,1,strawberry,1,strawberry.n.02,noun.plant,n,any of various low perennial herbs with many runners and bearing white flowers followed by edible fruits having many small achenes scattered on the surface of an enlarged red pulpy berry,,[]
2172,2,strawberry,2,strawberry.n.03,noun.attribute,n,a soft red birthmark,,[]
2173,0,ride,0,drive.n.08,noun.act,n,a journey in a vehicle (usually an automobile),he took the family for a drive in his new car,""" Take a ride on this one "", Brooks Robinson greeted Hansen as the Bird third sacker grabbed a bat, headed for the plate and bounced a third inning two run double off the left centerfield wall tonight."
2174,1,ride,1,ride.n.02,noun.artifact,n,a mechanical device that you ride for amusement or excitement,,[]
2175,2,ride,2,ride.v.01,verb.motion,v,"sit and travel on the back of animal, usually while controlling its motions",She never sat a horse!;Did you ever ride a camel?;The girl liked to drive the young mare,He would not ride the eight-thirty local to the city each morning.
2176,3,ride,3,ride.v.02,verb.motion,v,be carried or travel on or in a vehicle,I ride to work in a bus;He rides the subway downtown every day,""" We 'll ride out as soon as we 've had chuck ""."
2177,4,ride,4,ride.v.03,verb.stative,v,continue undisturbed and without interference,Let it ride,[]
2178,5,ride,5,ride.v.04,verb.motion,v,move like a floating object,The moon rode high in the night sky,[]
2179,6,ride,6,tease.v.02,verb.communication,v,harass with persistent criticism or carping,The children teased the new teacher;Don't ride me so hard over my failure;His fellow workers razzed him when he wore a jacket and tie,[]
2180,7,ride,7,ride.v.06,verb.stative,v,be sustained or supported or borne,His glasses rode high on his nose;The child rode on his mother's hips;She rode a wave of popularity;The brothers rode to an easy victory on their father's political name,[]
2181,8,ride,8,drive.v.12,verb.stative,v,have certain properties when driven,This car rides smoothly;My new truck drives well,[]
2182,9,ride,9,depend_on.v.01,verb.stative,v,be contingent on,The outcomes rides on the results of the election;Your grade will depends on your homework,[]
2183,10,ride,10,ride.v.09,verb.stative,v,lie moored or anchored,Ship rides at anchor,[]
2184,11,ride,11,ride.v.10,verb.motion,v,sit on and control a vehicle,He rides his bicycle to work every day;She loves to ride her new motorcycle through town,[]
2185,12,ride,12,ride.v.11,verb.motion,v,climb up on the body,Shorts that ride up;This skirt keeps riding up my legs,[]
2186,13,ride,13,ride.v.12,verb.motion,v,"ride over, along, or through",Ride the freeways of California,[]
2187,14,ride,14,ride.v.13,verb.contact,v,keep partially engaged by slightly depressing a pedal with the foot,Don't ride the clutch!,[]
2188,15,ride,15,ride.v.14,verb.contact,v,copulate with,The bull was riding the cow,[]
2189,0,breakfast,0,breakfast.n.01,noun.food,n,the first meal of the day (usually in the morning),,He rose late and went down in his bathrobe and slippers to have breakfast either alone or with Rachel.
2190,1,breakfast,1,breakfast.v.01,verb.consumption,v,eat an early morning meal,We breakfast at seven,"Breakfast was at the Palace Hotel, luncheon was somewhere in the mountain forest, and dinner was either at Boulder Creek or at Santa Cruz."
2191,2,breakfast,2,breakfast.v.02,verb.consumption,v,provide breakfast for,,[]
2192,0,happy,0,happy.a.01,adj.all,a,enjoying or showing or marked by joy or pleasure,a happy smile;spent many happy days on the beach;a happy marriage,""" We 're just real happy for the players "", Coach Bill Meek said of the 9 - 7 victory over the Air Force Academy."
2193,1,happy,1,felicitous.s.02,adj.all,s,marked by good fortune,a felicitous life;a happy outcome,"He was happy enough to take the convertible and race up the hill to the Blevins ', thinking that they might give him a drink."
2194,2,happy,2,glad.s.02,adj.all,s,eagerly disposed to act or to be of service,glad to help,[]
2195,3,happy,3,happy.s.04,adj.all,s,well expressed and to the point,a happy turn of phrase;a few well-chosen words,[]
2196,0,giraffe,0,giraffe.n.01,noun.animal,n,tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa,,[]
2197,0,sky,0,sky.n.01,noun.object,n,the atmosphere and outer space as viewed from the earth,,"The ratio of the measured antenna temperature change during a drift scan across the moon to the average brightness temperature of the moon over the antenna beam ( assuming that the brightness temperature of the sky is negligible ) was found, by graphical integration of the antenna directivity diagram, to be 0.85."
2198,1,sky,1,flip.v.06,verb.contact,v,throw or toss with a light motion,flip me the beachball;toss me newspaper,[]
2199,0,yellow,0,yellow.n.01,noun.attribute,n,yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons,,"As we have already seen in the first chapter, bumblebees are bigger, hairier, and much more colorful than honeybees, exhibiting various combinations of black, yellow, white and orange."
2200,1,yellow,1,yellow.v.01,verb.change,v,turn yellow,The pages of the book began to yellow,"Still, he had liked the way she had looked, in a fresh, neat cotton dress - citron yellow, if he remembered."
2201,2,yellow,2,yellow.s.01,adj.all,s,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,,"The coronary arteries were sclerotic and diffusely narrowed throughout their courses, and the right coronary artery was virtually occluded by a yellow atheromatous plaque 1.5 cm. distal to its origin."
2202,3,yellow,3,chicken.s.01,adj.all,s,easily frightened,,"For the rivers, the 4 represented the Huai, to the ( then ) Southeast; the 2, the San Kiang ( three rivers ) in the ( then ) Southwest; the 8, the Chi in the Northeast; and the 6, the ( upper ) Yellow River in the Northwest."
2203,4,yellow,4,yellow.s.03,adj.all,s,changed to a yellowish color by age,yellowed parchment,""" I 'm not saying you 're yellow."
2204,5,yellow,5,scandalmongering.s.01,adj.all,s,typical of tabloids,sensational journalistic reportage of the scandal;yellow press,[]
2205,6,yellow,6,yellow.s.05,adj.all,s,cowardly or treacherous,"the little yellow stain of treason""-M.W.Straight;too yellow to stand and fight",[]
2206,7,yellow,7,jaundiced.s.01,adj.all,s,affected by jaundice which causes yellowing of skin etc,,[]
2207,0,medicine,0,medicine.n.01,noun.cognition,n,the branches of medical science that deal with nonsurgical techniques,,"Both these youths, who greatly admired Henrietta, were somewhat younger than she, as were also the neighboring Friedenwald boys, who were then studying medicine; and bright though they all were, they could not possibly compete for her interest with Papa, whose mind - although he never tried to dazzle or patronize lesser lights with it - naturally eclipsed theirs and made them seem to her even younger than they were."
2208,1,medicine,1,medicine.n.02,noun.artifact,n,(medicine) something that treats or prevents or alleviates the symptoms of disease,,"Electronics has been applied to medicine for many years in the form of such familiar equipment as the x-ray machine, the electrocardiograph, and the diathermy machine."
2209,2,medicine,2,medicine.n.03,noun.act,n,the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries,he studied medicine at Harvard,"Dr. Wilson C. Grant, of the Veterans ' Administration Hospital, Coral Gables, Florida, and the University of Miami School of Medicine, set out to discover if avocados, because of their high content of unsaturated fatty acids, would reduce the cholesterol of the blood in selected patients."
2210,3,medicine,3,music.n.05,noun.act,n,punishment for one's actions,you have to face the music;take your medicine,[]
2211,4,medicine,4,medicate.v.02,verb.body,v,"treat medicinally, treat with medicine",,[]
2212,0,hungry,0,hungry.a.01,adj.all,a,feeling hunger; feeling a need or desire to eat food,a world full of hungry people,"The morning hawk, hungry for any eatable, killable, digestible item, kept his eyes on the ring of anchored ships that lay off the shores in the bay, sheltered by the Jersey inlets."
2213,1,hungry,1,athirst.s.01,adj.all,s,(usually followed by `for') extremely desirous,athirst for knowledge;hungry for recognition;thirsty for informaton,A good many beef hungry settlers were accepting the death of William Lewis as proof that the warning notes were not idle threats.
2214,0,puzzle,0,puzzle.n.01,noun.communication,n,a particularly baffling problem that is said to have a correct solution,he loved to solve chessmate puzzles;that's a real puzzler,[]
2215,1,puzzle,1,puzzle.n.02,noun.artifact,n,a game that tests your ingenuity,,[]
2216,2,puzzle,2,perplex.v.01,verb.cognition,v,be a mystery or bewildering to,This beats me!;Got me--I don't know the answer!;a vexing problem;This question really stuck me,"Only afterwards did an act like that become meaningless, so that he would puzzle over it for days, whereas at the time it had seemed quite real."
2217,3,puzzle,3,puzzle.v.02,verb.emotion,v,be uncertain about; think about without fully understanding or being able to decide,We puzzled over her sudden departure,[]
2218,0,pancake,0,pancake.n.01,noun.food,n,a flat cake of thin batter fried on both sides on a griddle,,[]
2219,0,animal,0,animal.n.01,noun.Tops,n,a living organism characterized by voluntary movement,,"There it seems that the goitrogen ingested by dairy animals is itself inactive but is converted in the animal to an active goitrogen, which is then secreted in the milk."
2220,1,animal,1,animal.s.01,adj.all,s,marked by the appetites and passions of the body,animal instincts;carnal knowledge;fleshly desire;a sensual delight in eating;music is the only sensual pleasure without vice,"This must be due to a completely identical response to the weather, in the plant and the animal."
2221,0,chips,0,french_fries.n.01,noun.food,n,strips of potato fried in deep fat,,[]
2222,1,chips,1,bit.n.02,noun.object,n,a small fragment of something broken off from the whole,a bit of rock caught him in the eye,[]
2223,2,chips,2,chip.n.02,noun.artifact,n,a triangular wooden float attached to the end of a log line,,[]
2224,3,chips,3,chip.n.03,noun.object,n,a piece of dried bovine dung,,[]
2225,4,chips,4,chip.n.04,noun.food,n,a thin crisp slice of potato fried in deep fat,,[]
2226,5,chips,5,check.n.09,noun.attribute,n,a mark left after a small piece has been chopped or broken off of something,,[]
2227,6,chips,6,chip.n.06,noun.artifact,n,a small disk-shaped counter used to represent money when gambling,,[]
2228,7,chips,7,chip.n.07,noun.artifact,n,electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,,[]
2229,8,chips,8,chip.n.08,noun.act,n,(golf) a low running approach shot,,[]
2230,9,chips,9,chip.n.09,noun.act,n,the act of chipping something,,[]
2231,10,chips,10,chip.v.01,verb.contact,v,break off (a piece from a whole),Her tooth chipped,[]
2232,11,chips,11,nick.v.02,verb.contact,v,cut a nick into,,[]
2233,12,chips,12,chip.v.03,verb.contact,v,play a chip shot,,[]
2234,13,chips,13,chip.v.04,verb.contact,v,form by chipping,They chipped their names in the stone,[]
2235,14,chips,14,chip.v.05,verb.contact,v,break a small piece off from,chip the glass;chip a tooth,[]
2236,0,slide,0,slide.n.01,noun.artifact,n,a small flat rectangular piece of glass on which specimens can be mounted for microscopic study,,"The American firearms and ammunition manufacturers through diligent research and technical development have replaced the muzzle loader and slow firing single shot arms with modern fast firing autoloaders, extremely accurate bolt, lever, and slide action firearms."
2237,1,slide,1,slide.n.02,noun.event,n,(geology) the descent of a large mass of earth or rocks or snow etc.,,"Sixteen lantern slide sets were loaned to the Government of India and eight sets were forwarded to the U. S. Embassy, Managua, Nicaragua for the Educational Exchange Program."
2238,2,slide,2,swoop.n.01,noun.communication,n,(music) rapid sliding up or down the musical scale,the violinist was indulgent with his swoops and slides,The sections were then thawed by placing a finger under the slide and dried under a fan for 30 minutes; until used they were stored for as long as 2 weeks.
2239,3,slide,3,slide.n.04,noun.artifact,n,plaything consisting of a sloping chute down which children can slide,,"She stood up, pulled the coat from her shoulders and started to slide it off, then let out a high-pitched scream and I let out a low-pitched, wobbling sound like a muffler blowing out."
2240,4,slide,4,slide.n.05,noun.act,n,the act of moving smoothly along a surface while remaining in contact with it,his slide didn't stop until the bottom of the hill;the children lined up for a coast down the snowy slope,[]
2241,5,slide,5,slide.n.06,noun.artifact,n,a transparency mounted in a frame; viewed with a slide projector,,[]
2242,6,slide,6,chute.n.02,noun.artifact,n,sloping channel through which things can descend,,[]
2243,7,slide,7,skid.v.04,verb.motion,v,"move obliquely or sideways, usually in an uncontrolled manner",the wheels skidded against the sidewalk,The notch should have a smooth finish so that the steel dog will slide easily over it.
2244,8,slide,8,slither.v.01,verb.motion,v,to pass or move unobtrusively or smoothly,They slid through the wicket in the big gate,But the Anniston boy had begun his slide too late.
2245,9,slide,9,slide.v.03,verb.motion,v,move smoothly along a surface,He slid the money over to the other gambler,"He gave it a strong push, heard it slide, then tumble dryly into the hole."
2246,0,orange,0,orange.n.01,noun.food,n,round yellow to orange fruit of any of several citrus trees,,"The flavor is neither sweet, like a pear, nor tart like an orange; it is subtle and rather bland, nut like."
2247,1,orange,1,orange.n.02,noun.attribute,n,orange color or pigment; any of a range of colors between red and yellow,,Orange and lemon are considered important as are such pastels as blue and lilac.
2248,2,orange,2,orange.n.03,noun.plant,n,any citrus tree bearing oranges,,"That 's not getting all the juice out of the orange, now is it "" ?"
2249,3,orange,3,orange.n.04,noun.substance,n,any pigment producing the orange color,,[]
2250,4,orange,4,orange.n.05,noun.object,n,a river in South Africa that flows generally westward to the Atlantic Ocean,,[]
2251,5,orange,5,orange.s.01,adj.all,s,of the color between red and yellow; similar to the color of a ripe orange,,He crossed Broome Street to Orange Square.
2252,0,pasta,0,pasta.n.01,noun.food,n,a dish that contains pasta as its main ingredient,,[]
2253,1,pasta,1,pasta.n.02,noun.food,n,shaped and dried dough made from flour and water and sometimes egg,,[]
2254,0,sweater,0,sweater.n.01,noun.artifact,n,a crocheted or knitted garment covering the upper part of the body,,"Also included in the entourage : a dog in a black sweater, Frankie and Peter had an urgent mission : to stage a mammoth Inauguration Eve entertainment gala in the capital 's National Guard Armory."
2255,1,sweater,1,perspirer.n.01,noun.person,n,a person who perspires,,[]
2256,0,watch,0,watch.n.01,noun.artifact,n,a small portable timepiece,,"Below, people line the steps, as though on bleachers, to watch the sky and river."
2257,1,watch,1,watch.n.02,noun.time,n,a period of time (4 or 2 hours) during which some of a ship's crew are on duty,,"She was not present yesterday, however, to enjoy the music or watch the faces of the delighted audience."
2258,2,watch,2,watch.n.03,noun.act,n,a purposeful surveillance to guard or observe,,[]
2259,3,watch,3,watch.n.04,noun.time,n,the period during which someone (especially a guard) is on duty,,[]
2260,4,watch,4,lookout.n.01,noun.person,n,a person employed to keep watch for some anticipated event,,[]
2261,5,watch,5,vigil.n.02,noun.act,n,the rite of staying awake for devotional purposes (especially on the eve of a religious festival),,[]
2262,6,watch,6,watch.v.01,verb.perception,v,look attentively,watch a basketball game,"But he is more interesting than the others, the ones who come from the highroad to watch him, more interesting than Life considered as a cyclist."
2263,7,watch,7,watch.v.02,verb.social,v,follow with the eyes or the mind,"Keep an eye on the baby, please!;The world is watching Sarajevo;She followed the men with the binoculars","The Union soldiers grounded arms and settled into healthy, indifferent postures to watch the feeble boarding of the skiffs."
2264,8,watch,8,watch.v.03,verb.perception,v,see or watch,view a show on television;This program will be seen all over the world;view an exhibition;Catch a show on Broadway;see a movie,"Hearing his voice ring raucously up from the road, Kate would await him anxiously and watch perplexed as he walked into the house, cold sober."
2265,9,watch,9,watch.v.04,verb.perception,v,observe with attention,They watched as the murderer was executed,[]
2266,10,watch,10,watch.v.05,verb.perception,v,"be vigilant, be on the lookout or be careful",Watch out for pickpockets!,[]
2267,11,watch,11,watch.v.06,verb.perception,v,observe or determine by looking,Watch how the dog chases the cats away,[]
2268,12,watch,12,determine.v.08,verb.communication,v,"find out, learn, or determine with certainty, usually by making an inquiry or other effort",I want to see whether she speaks French;See whether it works;find out if he speaks Russian;Check whether the train leaves on time,[]
2269,0,lunch,0,lunch.n.01,noun.food,n,a midday meal,,"Their secondary hero is another pro, Willie Chisholm, who drank his lunch during another Open and tried to blast his way out of a rock strewn gully."
2270,1,lunch,1,lunch.v.01,verb.consumption,v,take the midday meal,At what time are you lunching?,"During the summer, Negroes began quietly patronizing previously segregated restaurants and lunch counters in downtown retail establishments."
2271,2,lunch,2,lunch.v.02,verb.consumption,v,provide a midday meal for,She lunched us well,[]
2272,0,close,0,stopping_point.n.01,noun.time,n,the temporal end; the concluding time,the stopping point of each round was signaled by a bell;the market was up at the finish;they were playing better at the close of the season,"If a taxpayer dies, the executor, administrator, or legal representative must file the final return for the decedent on or before the 15 th day of the 4 th month following the close of the deceased taxpayer 's normal tax year."
2273,1,close,1,conclusion.n.08,noun.communication,n,the last section of a communication,in conclusion I want to say...,[]
2274,2,close,2,finale.n.03,noun.act,n,the concluding part of any performance,,[]
2275,3,close,3,close.v.01,verb.contact,v,move so that an opening or passage is obstructed; make shut,Close the door;shut the window,"He felt close to Mary, having spent so long concentrating on the beginning of her journey."
2276,4,close,4,close.v.02,verb.contact,v,become closed,The windows closed with a loud bang,These are particularly suitable for regions where water or rock is close to the surface.
2277,5,close,5,close_up.v.01,verb.social,v,cease to operate or cause to cease operating,The owners decided to move and to close the factory;My business closes every night at 8 P.M.;close up the shop,"Allied Arts then notified us that the Kirov would cut short its Los Angeles booking, fly here to open Nov. 28, and close Dec. 2."
2278,6,close,6,close.v.04,verb.social,v,"finish or terminate (meetings, speeches, etc.)",The meeting was closed with a charge by the chairman of the board,Care should be taken to see that the hands are placed on the floor before the kick starts and also that the landing foot is brought as close to the hands as possible.
2279,7,close,7,conclude.v.04,verb.stative,v,come to a close,The concert closed with a nocturne by Chopin,""" Is it so the cannery is going to close "" ?"
2280,8,close,8,close.v.06,verb.communication,v,"complete a business deal, negotiation, or an agreement",We closed on the house on Friday;They closed the deal on the building,[]
2281,9,close,9,close.v.07,verb.stative,v,be priced or listed when trading stops,The stock market closed high this Friday;My new stocks closed at $59 last night,[]
2282,10,close,10,close.v.08,verb.social,v,engage at close quarters,close with the enemy,[]
2283,11,close,11,close.v.09,verb.perception,v,cause a window or an application to disappear on a computer desktop,,[]
2284,12,close,12,close.v.10,verb.motion,v,change one's body stance so that the forward shoulder and foot are closer to the intended point of impact,,[]
2285,13,close,13,close.v.11,verb.motion,v,"come together, as if in an embrace",Her arms closed around her long lost relative,[]
2286,14,close,14,close.v.12,verb.motion,v,draw near,The probe closed with the space station,[]
2287,15,close,15,close.v.13,verb.contact,v,bring together all the elements or parts of,Management closed ranks,[]
2288,16,close,16,close.v.14,verb.contact,v,bar access to,"Due to the accident, the road had to be closed for several hours",[]
2289,17,close,17,close.v.15,verb.contact,v,fill or stop up,Can you close the cracks with caulking?,[]
2290,18,close,18,close_up.v.03,verb.contact,v,unite or bring into contact or bring together the edges of,close the circuit;close a wound;close a book;close up an umbrella,[]
2291,19,close,19,close.v.17,verb.change,v,finish a game in baseball by protecting a lead,The relief pitcher closed with two runs in the second inning,[]
2292,20,close,20,close.a.01,adj.all,a,at or within a short distance in space or time or having elements near each other,close to noon;how close are we to town?;a close formation of ships,"The best chance, of course, is offered by gently sloping terrain where the water remains close to the surface and where the air is dry, so that a high evaporation leaves salty deposits which permit only sparse plant growth."
2293,21,close,21,close.a.02,adj.all,a,close in relevance or relationship,a close family;we are all...in close sympathy with...;close kin;a close resemblance,"The 6 - foot 3 inch Hansen checked in close to 200 pounds, 15 pounds lighter than his reporting weight last spring."
2294,22,close,22,near.a.01,adj.all,a,not far distant in time or space or degree or circumstances,near neighbors;in the near future;they are near equals;his nearest approach to success;a very near thing;a near hit by the bomb;she was near tears;she was close to tears;had a close call,"Barbara asked, as they heard the front door close."
2295,23,close,23,close.s.04,adj.all,s,rigorously attentive; strict and thorough,close supervision;paid close attention;a close study;kept a close watch on expenditures,"In searching for clues which might lead us to a fresh apprehension of the reality of spirit, the close connection between spirit and community is likely to prove the most fruitful."
2296,24,close,24,close.s.05,adj.all,s,marked by fidelity to an original,a close translation;a faithful copy of the portrait;a faithful rendering of the observed facts,Be sure that the landing foot is brought close to the hands and that only one foot lands at a time.
2297,25,close,25,close.s.06,adj.all,s,(of a contest or contestants) evenly matched,a close contest;a close election;a tight game,"Dr. Clark will succeed Dr. J. R. McLemore, who will retire at the close of the present school term."
2298,26,close,26,close.s.07,adj.all,s,crowded,close quarters,[]
2299,27,close,27,airless.s.01,adj.all,s,lacking fresh air,a dusty airless attic;the dreadfully close atmosphere;hot and stuffy and the air was blue with smoke,[]
2300,28,close,28,close.s.09,adj.all,s,of textiles,a close weave;smooth percale with a very tight weave,[]
2301,29,close,29,close.s.10,adj.all,s,strictly confined or guarded,kept under close custody,[]
2302,30,close,30,close.s.11,adj.all,s,confined to specific persons,a close secret,[]
2303,31,close,31,close.s.12,adj.all,s,fitting closely but comfortably,a close fit,[]
2304,32,close,32,close.s.13,adj.all,s,used of hair or haircuts,a close military haircut,[]
2305,33,close,33,cheeseparing.s.01,adj.all,s,giving or spending with reluctance,our cheeseparing administration;very close (or near) with his money;a penny-pinching miserly old man,[]
2306,34,close,34,close.s.15,adj.all,s,inclined to secrecy or reticence about divulging information,although they knew her whereabouts her friends kept close about it,[]
2307,35,close,35,near.r.01,adv.all,r,near in time or place or relationship,as the wedding day drew near;stood near the door;don't shoot until they come near;getting near to the true explanation;her mother is always near;The end draws nigh;the bullet didn't come close;don't get too close to the fire,"If you are a nonresident alien and a resident of Puerto Rico, your return is also due June 15, 1962, or the 15 th day of the 6 th month after the close of your fiscal year."
2308,36,close,36,close.r.02,adv.all,r,in an attentive manner,he remained close on his guard,[]
2309,0,couch,0,sofa.n.01,noun.artifact,n,an upholstered seat for more than one person,,Fritzie was on the couch reading; Laura was sitting in an easy chair about eight feet away.
2310,1,couch,1,couch.n.02,noun.artifact,n,a flat coat of paint or varnish used by artists as a primer,,[]
2311,2,couch,2,couch.n.03,noun.artifact,n,a narrow bed on which a patient lies during psychiatric or psychoanalytic treatment,,[]
2312,3,couch,3,frame.v.04,verb.communication,v,formulate in a particular style or language,I wouldn't put it that way;She cast her request in very polite language,"While Johnny made himself comfortable on the couch, I 'd play the tunes for him."
2313,0,stick,0,stick.n.01,noun.artifact,n,an implement consisting of a length of wood,he collected dry sticks for a campfire;the kid had a candied apple on a stick,"If they can n't chalk up big business here then let 's stop this noise about how hip we are, and stick to our community singing."
2314,1,stick,1,stick.n.02,noun.plant,n,a small thin branch of a tree,,Greg 's fingers closed on the stick trigger.
2315,2,stick,2,stick.n.03,noun.artifact,n,a lever used by a pilot to control the ailerons and elevators of an airplane,,"They singsonged the portion at the teacher, who accompanied them in an off-key baritone and spurred them on with the stick."
2316,3,stick,3,stick.n.04,noun.food,n,a rectangular quarter pound block of butter or margarine,,[]
2317,4,stick,4,pin.n.05,noun.body,n,informal terms for the leg,fever left him weak on his sticks,[]
